id,timestamp,full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,product_type,sub_area,area_m,raion_popul,green_zone_part,indust_part,children_preschool,children_school,hospital_beds_raion,healthcare_centers_raion,university_top_20_raion,shopping_centers_raion,office_raion,railroad_terminal_raion,big_market_raion,full_all,0_6_all,7_14_all,0_17_all,16_29_all,0_13_all,build_count_block,build_count_wood,build_count_frame,build_count_brick,build_count_before_1920,build_count_1921-1945,build_count_1946-1970,build_count_1971-1995,build_count_after_1995,metro_min_avto,metro_km_avto,metro_min_walk,metro_km_walk,school_km,park_km,green_zone_km,industrial_km,railroad_station_walk_km,railroad_station_walk_min,ID_railroad_station_walk,railroad_station_avto_km,railroad_station_avto_min,public_transport_station_km,public_transport_station_min_walk,kremlin_km,big_road1_km,big_road2_km,railroad_km,bus_terminal_avto_km,big_market_km,market_shop_km,fitness_km,swim_pool_km,ice_rink_km,stadium_km,basketball_km,public_healthcare_km,university_km,workplaces_km,shopping_centers_km,office_km,big_church_km
10532,41533,41,NA,11,25,1,NA,1,1,OwnerOccupier,Poselenie Moskovskij,40366999.51,21819,0.492839845,0.075778755,1497,1437,NA,0,0,2,3,no,no,7341,1497,1437,3523,1566,2756,0,1,0,0,0,0,1,0,0,8.45855358,6.732361525,68.40294361,5.700245301,3.53267974,6.520122631,0.183506282,0.238926062,7.71367771,92.56413252,24,8.623782665,11.93551068,0.133601776,1.603221313,23.37369741,0.478623108,6.886762445,3.673876085,15.26959574,13.44896211,9.62496385,1.869427067,6.507849129,6.702008717,11.80154167,10.56646531,6.039066877,10.79661863,9.907036683,0.980816915,0.980816915,4.471585757
10534,41533,41,41,17,25,1,NA,1,1,OwnerOccupier,Poselenie Moskovskij,40366999.51,21819,0.492839845,0.075778755,1497,1437,NA,0,0,2,3,no,no,7341,1497,1437,3523,1566,2756,0,1,0,0,0,0,1,0,0,8.45855358,6.732361525,68.40294361,5.700245301,3.53267974,6.520122631,0.183506282,0.238926062,7.71367771,92.56413252,24,8.623782665,11.93551068,0.133601776,1.603221313,23.37369741,0.478623108,6.886762445,3.673876085,15.26959574,13.44896211,9.62496385,1.869427067,6.507849129,6.702008717,11.80154167,10.56646531,6.039066877,10.79661863,9.907036683,0.980816915,0.980816915,4.471585757
10536,41533,32,19,2,5,1,1963,1,5,Investment,Metrogorodok,27456466.68,36154,0.852922841,0.086885265,2153,2277,1547,0,0,0,2,no,no,103746,2153,2277,5492,26633,4152,39,0,0,48,1,1,116,17,7,4.435332291,2.551994071,30.62392886,2.551994071,0.224569201,3.440467278,0.272652075,0.575984629,4.237667704,50.85201245,38,4.237667704,7.44152752,0.201658809,2.419905706,11.66416498,3.441820207,5.079721664,1.073308249,4.523780055,18.71160191,4.459552291,1.275391989,1.830415109,5.903528158,5.421318333,2.74484681,3.582623053,3.805488557,0.563996892,1.540386642,1.015731753,2.895442525
10538,41533,132,68,19,25,1,2011,4,13,Investment,Chertanovo Juzhnoe,9282438.657,143661,0.153279465,0.127375905,8356,8429,NA,3,0,9,3,no,no,112221,8356,8429,19887,22516,15922,41,2,0,16,0,1,14,188,19,3.834956201,1.612735773,18.3969137,1.533076141,0.398080196,1.647230907,0.054880085,0.680407262,2.96466739,35.57600868,73,2.768152739,6.56749958,0.190207506,2.282490067,17.71852847,0.637794352,1.261291802,1.620475863,4.018107286,11.92255627,4.897669673,0.610174962,4.419732871,8.249483277,13.59764337,2.357278301,1.821263916,13.65351434,0.398080196,0.829642601,1.384145407,2.262255207
10553,41534,59,33,8,22,1,1992,2,10,Investment,Ramenki,18800000.1,125111,0.169625419,0.019508796,8371,7687,176,5,1,5,11,no,no,61039,8371,7687,19215,15495,15224,78,2,0,99,1,0,135,98,80,2.064667239,0.889172531,10.67007038,0.889172531,0.196834638,0.587047656,0.117089672,2.889254291,5.054013704,60.64816445,33,5.502968626,7.732394814,0.449593977,5.395127724,9.41066791,2.402312202,4.373358323,1.843716224,12.92773209,11.38896613,5.1269903,0.553286411,2.677247004,8.792530691,7.236764315,2.857394969,1.463799616,3.420356193,3.164057431,0.66213034,1.493919956,3.555509009
10559,41534,56,56,1,11,1,NA,2,1,OwnerOccupier,Krjukovo,10842309.74,85219,0.06217241,0.161531741,5767,5648,30,2,0,4,1,no,no,221709,5767,5648,13872,49415,10654,8,146,11,65,2,20,184,131,36,23.2785783,19.44424401,225.3920618,18.78267182,0.718082988,15.85639631,0.221561977,0.161158771,1.199915157,14.39898189,28,1.235753636,1.69333007,0.103967195,1.247606334,36.35560764,4.854494726,7.778458925,0.483833118,25.96524493,41.8108086,2.463475754,1.406675812,4.853926445,4.795551485,26.6161476,14.56731319,2.475717389,2.457986584,4.314032115,0.952238567,0.98012246,4.710133913
10560,41534,62,NA,14,22,1,NA,2,1,OwnerOccupier,Tverskoe,7307410.574,75377,0.065444314,0.0000782,4237,6398,1046,3,2,23,141,yes,no,116742,4237,6398,12508,23480,9955,19,27,4,529,263,105,154,71,57,1.482746099,1.036567808,13.45906811,1.121589009,0.269716418,0.284299796,0.189089214,2.640802933,3.37871695,40.5446034,5,4.060429824,5.143797873,0.326034852,3.91241822,0.072896553,4.081282581,4.273395045,2.566044379,3.983720702,7.836658044,1.09289653,0.269716418,1.421099479,0.501855865,4.018205464,1.171506135,2.6081621,2.180439629,1.091506532,0.107359506,0.182194269,0.181896599
10561,41534,28,12,3,5,1,1966,1,5,Investment,Mozhajskoe,16861532.79,132349,0.069670879,0.130617806,9005,10418,900,1,0,9,9,no,no,142462,9005,10418,23155,27514,18047,64,15,1,225,0,37,263,105,51,4.897426686,3.482899914,41.65390029,3.471158358,0.232271054,2.30765544,0.603646792,0.917294997,2.316427181,27.79712617,22,2.316427181,3.656756736,0.129243207,1.550918478,12.11493574,0.229683533,1.48477863,0.50298015,19.19634706,17.84201987,5.673828143,0.454011887,1.333846956,5.906009976,7.397691551,3.985262377,2.305169358,9.044393924,0.334910846,0.544319208,1.154281646,0.548643083
10563,41534,41,22,7,8,2,1960,1,8,Investment,Filevskij Park,9629358.472,89467,0.343753988,0.23861713,3903,3889,705,3,0,6,6,no,no,112804,3903,3889,9249,23768,7332,26,16,7,170,1,10,179,67,38,1.223682056,0.861551037,10.16668453,0.847223711,0.164354871,0.872839983,0.038776428,0.486788413,2.399818927,28.79782712,14,2.399818927,4.25974733,0.041564998,0.498779971,7.038293458,1.599641573,1.966905652,0.362330523,9.107492673,17.31451917,4.875610517,0.113850267,0.264861418,2.472612728,0.66937445,1.401836549,1.425713599,0.477640742,2.896372945,0.577058667,0.645844837,1.406346072
10574,41535,34,32,3,3,1,2013,1,1,OwnerOccupier,Poselenie Filimonkovskoe,35747947.91,2546,0.548991609,0.034656082,175,168,NA,0,0,0,0,no,no,2942,175,168,411,628,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.14344449,14.3385449,159.7749027,13.31457522,7.465533087,12.53591035,0.142926869,0.247327448,15.32800763,183.9360916,24,14.72077726,17.69799425,4.383928657,52.60714388,28.73814133,4.544916838,5.21773505,6.672811964,22.87577912,16.7570728,12.34335969,5.54192364,14.11403251,14.3081921,19.40772505,16.1586234,13.64525026,18.40280201,13.88652132,5.309768372,5.309768372,10.04161102
10580,41535,40,NA,2,22,4,NA,1,1,OwnerOccupier,Poselenie Vnukovskoe,25536296.81,4001,0.496315283,0.007122317,275,264,NA,0,0,1,0,no,no,17790,275,264,646,3796,506,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.596394134,2.077115314,24.92538377,2.077115314,1.545729905,4.894844728,0.214336177,0.117489727,4.090547724,49.08657269,24,4.090547724,5.225925692,0.279753288,3.357039452,22.2224338,2.959485178,3.474052295,1.686871253,17.84544931,16.02481569,6.788675797,1.884938815,2.876572599,3.070732187,14.37739525,8.628215043,2.407790347,13.37247221,9.660009871,1.472892849,4.445599365,1.327970976
10581,41535,78,53,2,8,2,1956,3,8,Investment,Alekseevskoe,5234028.171,78418,0.044073572,0.200146802,3761,3975,770,2,0,0,8,no,no,1359171,3761,3975,9514,283678,7263,72,0,0,160,0,17,186,40,5,2.999625879,1.832803933,20.8294632,1.7357886,0.372949923,1.721910994,0.256118348,0.532800371,0.568111491,6.817337892,79,0.50281832,1.263211449,0.098369806,1.18043767,7.215974686,1.265983223,2.468342248,0.256118348,7.150013053,12.76201668,2.350490421,0.498119169,1.172997354,4.09800898,3.453638031,0.620568294,1.425546991,2.198629,1.218047587,1.819429719,0.27835793,0.97793372
10587,41535,43,NA,7,22,4,NA,1,1,OwnerOccupier,Zapadnoe Degunino,7632939.805,78810,0.051843748,0.43788524,5519,5735,1084,0,0,5,3,no,no,87713,5519,5735,13390,17236,10557,55,11,0,28,1,2,95,58,57,2.894450709,2.159295482,25.9519022,2.162658516,0.431915194,0.581198967,0.481167694,0.385529845,4.834340536,58.01208643,12,3.649727978,4.944556905,0.162834151,1.954009817,15.86904434,0.57643715,1.03628316,0.064325275,14.61399734,15.77373912,4.034558663,0.989110339,4.923135324,2.767999531,9.304030627,3.359918848,4.048265725,4.952441961,3.232351877,0.529696233,0.83775953,0.737505885
10594,41535,52,30,5,12,1,1974,2,8,Investment,Bibirevo,6407578.1,155572,0.189727117,0.00007,9576,10309,240,1,0,16,1,no,no,86206,9576,10309,23603,17508,18654,25,0,0,0,0,0,0,206,5,2.281990406,1.352227947,16.22673537,1.352227947,0.339791262,2.347392103,0.351581305,1.002234133,5.772528333,69.27034,1,5.772528333,7.070721827,0.147738771,1.772865254,15.30998311,1.159002287,4.067910343,1.191331952,22.44667066,6.968094052,1.897226354,0.451683466,1.674037447,0.754188253,7.697816321,3.283065534,1.985112269,7.067661088,0.55961613,0.904489717,0.961276592,0.93800089
10600,41536,54,32,1,16,1,1980,2,9,Investment,Chertanovo Severnoe,6206098.885,111874,0.12812331,0.089039719,4720,7976,NA,0,0,11,5,no,no,125354,4720,7976,14552,27006,12093,24,0,0,0,0,0,56,93,8,2.887828666,2.044215911,9.393081667,0.782756806,0.168916329,3.391923509,0.063822021,0.664541997,2.100794976,25.20953971,82,5.813037283,7.34428122,0.078053045,0.936636545,12.01285512,0.340033732,6.730659011,0.664541997,6.177103579,8.620409986,2.992603952,0.48238421,1.976642984,8.333605722,8.287505271,3.078579763,2.276767495,3.71212393,1.467939929,0.38350146,0.48238421,0.953401921
10606,41536,79,44,8,17,1,2011,3,12,Investment,Poselenie Moskovskij,40366999.51,21819,0.492839845,0.075778755,1497,1437,NA,0,0,2,3,no,no,7341,1497,1437,3523,1566,2756,0,1,0,0,0,0,1,0,0,9.333053756,9.011679888,95.85252249,7.987710207,4.74685793,7.040782792,0.024845557,0.719209679,10.00114262,120.0137114,24,10.90310103,12.81001085,0.500703501,6.008442013,22.79682419,2.426033035,5.00766037,4.978601263,17.5489141,15.72828047,11.90428221,0.415309136,8.787167492,8.98132708,14.08086003,10.21324295,8.31838524,13.07593699,8.324095402,1.782262223,1.782262223,6.226353453
10613,41536,44,28,3,12,5,1967,2,5,Investment,Matushkino,4708040.47,38075,0.271701516,0.31019913,2448,2748,NA,0,0,0,1,no,no,85219,2448,2748,6332,21787,4828,23,0,0,10,0,0,46,15,46,29.10530784,23.75837153,283.3410274,23.61175228,0.443492831,16.73470003,0.502652879,0.564203717,3.991374377,47.89649252,28,4.345218626,5.632473145,0.369290398,4.431484776,37.62934492,1.675186311,5.394585776,1.555631011,33.51182365,40.88164901,4.241274769,1.507941614,3.190377248,3.132002288,31.45553166,17.4300577,4.253516404,3.214588961,1.48366199,1.329839631,0.0698102,2.756154612
10615,41536,52,51,17,17,1,2013,2,1,OwnerOccupier,Nekrasovka,11391678.48,19940,0.055643565,0.243204519,1706,1564,540,0,0,0,0,no,no,247469,1706,1564,3831,55710,3112,3,0,0,10,0,1,7,10,23,4.721044964,3.776835959,45.3220315,3.776835959,0.214196513,4.616176397,0.017572412,0.394107795,1.923494882,23.08193859,75,1.923494882,3.050726605,0.035986494,0.431837931,20.54946417,1.905125046,2.6573363,1.214861324,7.253743448,10.26421846,5.43973407,2.493235501,8.10693648,8.623789488,13.59177412,5.211200806,5.422551348,8.837248169,5.599071264,2.215103803,4.778766451,3.468289388
10616,41536,37,19,9,17,1,2005,1,7,Investment,Solncevo,11324091.93,113897,0.083809588,0.371148999,8340,7065,750,2,0,5,1,no,no,125111,8340,7065,17908,31549,14555,43,352,79,126,23,181,278,131,187,1.303798024,0.773574205,9.282890461,0.773574205,0.258963419,0.338325928,0.147446782,0.511481402,1.599344395,19.19213274,34,1.599344395,2.336010746,0.144952576,1.739430908,17.17070207,2.040739274,2.363361744,0.757852804,12.8838634,11.06322977,1.224395544,0.566183009,1.354643302,4.195119888,9.629719613,4.025609962,1.14701558,6.892063149,6.1326585,0.652787547,0.895665973,3.244676511
10621,41536,64,46,6,9,1,1974,4,5,Investment,Bibirevo,6407578.1,155572,0.189727117,0.00007,9576,10309,240,1,0,16,1,no,no,86206,9576,10309,23603,17508,18654,25,0,0,0,0,0,0,206,5,1.678623162,0.536922508,5.98321165,0.498600971,0.375603979,2.448579519,0.403766264,0.538872908,5.742695312,68.91234374,1,5.537620756,7.477529461,0.136896158,1.642753891,14.62894804,1.812368947,3.954917054,0.749942267,22.22348617,6.949110239,1.081920915,0.521351407,3.182774823,1.203319677,7.416505477,3.223390724,1.16980683,6.832753511,0.885907502,0.337485759,0.657330755,0.619328269
10622,41536,60,42,7,9,1,1972,3,6,Investment,Jaroslavskoe,8338438.453,94236,0.037753826,0.127811589,5991,7287,320,1,1,3,5,no,no,81980,5991,7287,16291,18679,12396,34,2,0,66,0,11,60,125,11,8.422258684,5.195450618,62.49396452,5.207830377,0.113054354,1.211411399,0.327539341,1.348400921,1.918990846,23.02789015,25,1.918990846,4.262805399,0.195478614,2.345743367,13.89027096,0.275020686,1.409232172,0.384517444,15.29773222,4.740441823,7.591116842,0.287280283,4.988171032,6.755016189,8.134510078,1.038244755,2.252575451,3.704752804,0.113054354,0.473346177,0.66914461,0.576459932
10626,41537,60,34,15,17,1,1987,2,10,Investment,Novokosino,3707575.212,103746,0.030566196,0.041365446,5539,5569,NA,1,0,4,0,no,no,94561,5539,5569,13609,18480,10329,4,0,0,0,0,0,0,102,75,1.745537749,0.705449192,8.465390309,0.705449192,0.119124584,2.879135864,0.276770948,1.016621387,1.621678676,19.46014411,56,1.621678676,3.688077402,0.049645705,0.595748454,15.56069859,1.806154141,3.996809785,1.266310126,8.431523668,13.2784297,0.335394853,0.123624594,2.237316831,2.237316831,10.62061081,2.516480023,1.723677201,7.125248954,0.686369263,0.659179726,3.732311509,1.170525614
10631,41537,40,18,7,0,1,0,1,0,OwnerOccupier,Timirjazevskoe,10508030.1,81887,0.331318706,0.020741326,4969,5613,1340,2,0,5,5,no,no,57107,4969,5613,13145,15474,9864,82,16,0,175,3,33,226,48,11,0.684057327,0.271032388,3.252388656,0.271032388,0.800465064,1.275259423,0.479036365,0.818762455,0.547567795,6.570813544,90,0.547567795,0.816265199,0.180678334,2.168140012,9.635553951,0.078129069,3.140393329,0.081153337,8.753136273,16.23336528,5.080383539,0.753290355,1.402429906,3.86658725,3.751263293,1.193854585,2.924172071,3.730969292,1.669865676,0.162007388,0.654210806,1.41784803
10641,41537,38,22,4,9,2,1972,2,5,Investment,Tekstil'shhiki,4808269.831,101708,0.112559644,0.118537385,5879,6207,1183,1,0,0,1,no,no,101982,5879,6207,14884,19401,11252,59,0,0,206,1,0,246,63,20,1.602262498,1.147123818,13.76548581,1.147123818,0.576454087,0.707683305,0.073150918,1.373066539,1.659454228,19.91345074,17,2.200770218,3.045263011,0.105921756,1.271061076,9.783519508,1.542381002,3.804976669,0.603483291,6.688276304,4.724458838,1.009476915,0.389937681,2.162416033,1.956491006,1.757377098,2.255497897,1.169667984,1.831062432,2.173449274,1.116096031,1.094232269,2.20654619
10642,41537,44,29,4,5,2,1964,2,5,Investment,Presnenskoe,11638050.15,123280,0.068202173,0.042031587,7125,6856,1940,2,1,5,84,no,no,57999,7125,6856,16727,10184,13121,99,6,1,664,240,114,332,76,69,0.497181224,0.375371834,3.137571852,0.261464321,1.595566251,1.452772034,0.630756009,0.366475877,0.85151112,10.21813344,14,0.852150743,1.89075085,0.053621783,0.643461392,5.676026746,0.576383166,1.501996394,0.313598643,7.559824489,16.55290409,3.327942333,0.622894565,2.047183996,3.867921394,2.526206663,1.930522709,1.602633932,1.257077562,2.160191496,0.692987665,0.44313685,0.229797231
10646,41538,45,28,3,5,1,1965,2,5,Investment,Gol'janovo,14286990.83,157010,0.389353565,0.194489265,7751,8004,125,3,0,5,3,no,no,12327,7751,8004,18912,2780,14694,88,0,0,68,0,1,221,129,20,2.888092191,2.243594635,33.57276588,2.79773049,0.094521177,1.876285693,0.223345088,0.116025251,2.651326724,31.81592069,18,2.482911863,3.187238727,0.156690571,1.880286848,10.65540526,4.566750717,4.590000355,0.806009823,2.368366081,18.95516948,2.908723154,0.719308932,2.644846423,2.644846423,1.950564087,2.094394757,1.987336577,2.470103525,2.096777831,0.616521611,0.437125902,0.863032746
10651,41538,81,49,7,16,1,1979,4,11,Investment,Kuncevo,52351766.54,142462,0.070662054,0.035145267,9347,9292,2620,0,0,3,3,no,no,78507,9347,9292,22071,15929,17469,68,204,14,237,47,88,413,94,96,1.276648075,0.8835562,7.458670986,0.621555915,0.746916108,0.201033267,0.236194079,1.650369813,3.718046496,44.61655795,10,4.832053501,5.105130588,0.048005694,0.576068327,13.05576177,2.225744811,2.362811107,2.117177701,13.47014986,20.988268,8.333691389,0.336695684,0.457748056,4.688301022,10.12191587,5.449511982,2.097351499,8.514375936,1.30211219,0.336695684,1.193914208,1.435420747
10656,41540,51,NA,5,0,1,0,2,0,OwnerOccupier,Nekrasovka,11391678.48,19940,0.055643565,0.243204519,1706,1564,540,0,0,0,0,no,no,247469,1706,1564,3831,55710,3112,3,0,0,10,0,1,7,10,23,4.721044964,3.776835959,45.3220315,3.776835959,0.214196513,4.616176397,0.017572412,0.394107795,1.923494882,23.08193859,75,1.923494882,3.050726605,0.035986494,0.431837931,20.54946417,1.905125046,2.6573363,1.214861324,7.253743448,10.26421846,5.43973407,2.493235501,8.10693648,8.623789488,13.59177412,5.211200806,5.422551348,8.837248169,5.599071264,2.215103803,4.778766451,3.468289388
10657,41540,38,19,5,16,5,1991,1,10,Investment,Nekrasovka,11391678.48,19940,0.055643565,0.243204519,1706,1564,540,0,0,0,0,no,no,247469,1706,1564,3831,55710,3112,3,0,0,10,0,1,7,10,23,4.489212253,3.439384187,40.20356819,3.350297349,0.359523281,4.233471187,0.170686008,0.832143473,1.112316178,13.34779413,75,1.112316178,1.580377241,0.062819918,0.753839012,19.77040061,1.236812747,2.782103373,0.874822751,5.817036203,7.915587517,5.730108252,1.70335182,6.324094519,9.496622323,11.24314318,4.508447216,5.71292553,7.400540924,4.825518609,1.36864507,3.937528437,2.653317187
10658,41540,53,28,5,16,5,1977,2,10,Investment,Ivanovskoe,10207215.1,122862,0.512707469,0.00017,6027,5992,NA,1,0,1,0,no,no,157010,6027,5992,14586,30912,11227,72,0,0,22,0,0,46,185,13,5.27107788,3.700817882,46.07052348,3.83921029,0.244525002,2.847585593,0.184111975,0.701827253,3.934696261,47.21635513,55,2.425988321,3.58285649,0.250644301,3.00773161,13.63137606,0.181752343,0.227062909,1.22929699,8.568710577,14.88908768,3.826593046,0.557732042,7.149325287,3.432291507,4.292820595,2.111782202,1.106600196,3.475592599,1.85459841,1.37039544,1.885486607,0.912954612
10666,41540,100,NA,9,1,1,1,2,1,OwnerOccupier,Poselenie Sosenskoe,66772450.69,9553,0.336176896,0.072157581,656,629,NA,0,0,0,1,no,yes,13890,656,629,1542,3134,1207,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.453103853,5.438936523,65.01925692,5.41827141,4.033052714,3.722560926,0.04431672,0.434080965,17.09458693,205.1350432,42,12.68840234,11.26857508,1.323748524,15.88498229,19.92881447,1.764398136,2.939590388,5.729233342,6.575407932,2.871756532,5.449901277,3.373902554,7.259263786,7.796266898,10.3541177,7.819884373,6.672132731,7.978435224,4.499860083,3.239006121,0.433538861,2.875222401
10671,41540,61,56,8,1,1,NA,2,1,OwnerOccupier,Poselenie Voskresenskoe,21494094.8,7122,0.262459141,0.017647053,489,469,NA,0,0,0,0,no,no,9553,489,469,1150,2155,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.176209844,2.480616209,29.76739451,2.480616209,1.044495161,1.749201899,0.580784592,1.033524137,6.009937068,72.11924482,39,6.009937068,7.460318155,0.589240257,7.070883083,25.85869086,4.615945494,5.62969937,1.389139481,10.16966726,14.39399193,6.512863234,0.945947347,5.418649395,13.55554722,22.13713438,10.25558813,3.036029209,18.95957828,9.060643688,3.115046457,5.092305941,1.827989647
10672,41540,64,NA,8,17,1,NA,2,1,OwnerOccupier,Izmajlovo,15045565.2,102828,0.637398943,0.006076152,4992,5285,645,6,0,6,0,no,no,122862,4992,5285,13203,24605,9633,85,39,3,356,2,4,442,59,23,8.742011812,1.8003023,21.6036276,1.8003023,1.361721287,2.737546649,0,0.817940271,2.887305338,34.64766405,59,2.887305338,10.10076561,0.346749057,4.160988682,8.788843014,1.510789945,4.069064822,0.75738213,4.415739794,13.9514303,3.293113432,1.550983978,3.538211896,1.60683072,2.940304154,1.705289868,2.198937144,2.456697582,1.99928877,0.73528386,1.309577488,1.834419318
10693,41541,51,NA,2,17,1,NA,2,1,OwnerOccupier,Nekrasovka,11391678.48,19940,0.055643565,0.243204519,1706,1564,540,0,0,0,0,no,no,247469,1706,1564,3831,55710,3112,3,0,0,10,0,1,7,10,23,4.721044964,3.776835959,45.3220315,3.776835959,0.214196513,4.616176397,0.017572412,0.394107795,1.923494882,23.08193859,75,1.923494882,3.050726605,0.035986494,0.431837931,20.54946417,1.905125046,2.6573363,1.214861324,7.253743448,10.26421846,5.43973407,2.493235501,8.10693648,8.623789488,13.59177412,5.211200806,5.422551348,8.837248169,5.599071264,2.215103803,4.778766451,3.468289388
10695,41541,45,30,6,12,1,1981,2,6,Investment,Ljublino,17881913.61,165727,0.260652636,0.133215333,10809,11395,1406,3,0,4,3,no,yes,89971,10809,11395,26333,23273,20866,58,0,0,209,0,20,193,154,94,1.598575237,0.627266138,7.527193651,0.627266138,0.272490444,1.771492234,0.225099344,1.964653839,3.182697235,38.19236682,17,3.182697235,4.792864088,0.14462648,1.735517755,12.47880871,3.280203493,3.772698298,2.394386598,9.198061735,1.018448366,2.977469099,0.315004173,2.041345952,4.163092472,5.416949852,1.230205041,1.296878674,1.461030195,0.6450826,0.445882904,0.60761379,0.856971795
10696,41541,61,NA,1,9,1,NA,2,1,OwnerOccupier,Poselenie Sosenskoe,66772450.69,9553,0.336176896,0.072157581,656,629,NA,0,0,0,1,no,yes,13890,656,629,1542,3134,1207,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.576081408,5.938379748,71.01257562,5.917714635,4.272721488,3.84877627,0.207943426,0.678044262,17.59403016,211.1283619,42,13.18784556,12.39155263,1.631706817,19.5804818,20.19708984,1.658613581,3.117610309,5.978379674,7.074851157,3.371199758,5.949344502,3.13184755,7.758707012,8.295710124,10.85356092,7.919049055,7.171575956,8.477878449,4.729796351,3.410921358,0.739762725,3.165200722
10704,41541,84,52,8,25,4,2005,3,11,Investment,Vyhino-Zhulebino,15094874.77,219609,0.300284261,0.033493708,10167,10573,1322,3,0,8,1,no,no,1318695,10167,10573,25474,276143,19389,112,81,5,38,5,54,203,210,94,0.43033311,0.141825215,1.701902578,0.141825215,0.388493598,4.644374846,0.249132208,0.036593128,3.186238993,38.23486791,35,3.186238993,4.235850346,0.033109345,0.397312136,16.82374939,0.174620644,1.467089322,1.4150854,2.68056636,7.090972395,4.947999743,0.128872176,0.944414015,7.947808065,10.41852806,2.105871819,1.502019714,4.714384371,2.802210992,0.741155303,0.329637125,1.630607937
10707,41541,60,60,8,17,1,2014,2,1,OwnerOccupier,Tverskoe,7307410.574,75377,0.065444314,0.0000782,4237,6398,1046,3,2,23,141,yes,no,116742,4237,6398,12508,23480,9955,19,27,4,529,263,105,154,71,57,1.482746099,1.036567808,13.45906811,1.121589009,0.269716418,0.284299796,0.189089214,2.640802933,3.37871695,40.5446034,5,4.060429824,5.143797873,0.326034852,3.91241822,0.072896553,4.081282581,4.273395045,2.566044379,3.983720702,7.836658044,1.09289653,0.269716418,1.421099479,0.501855865,4.018205464,1.171506135,2.6081621,2.180439629,1.091506532,0.107359506,0.182194269,0.181896599
10708,41541,67,43,16,16,5,1976,3,7,Investment,Gol'janovo,14286990.83,157010,0.389353565,0.194489265,7751,8004,125,3,0,5,3,no,no,12327,7751,8004,18912,2780,14694,88,0,0,68,0,1,221,129,20,4.440747615,3.065345653,38.33997719,3.194998099,0.264549465,0.55591031,0.056664222,1.149040608,7.734781608,92.8173793,18,7.704115545,7.949035573,0.097954914,1.175458969,15.05943884,0.55321149,1.106154294,2.783742442,2.994621634,12.50948551,2.935237929,0.263134989,3.963909164,9.719160155,7.333434217,3.547313311,1.281911486,4.453569735,1.775564504,0.64249191,1.386833731,0.933268517
10714,41542,38,NA,15,1,1,NA,1,1,OwnerOccupier,Nekrasovka,11391678.48,19940,0.055643565,0.243204519,1706,1564,540,0,0,0,0,no,no,247469,1706,1564,3831,55710,3112,3,0,0,10,0,1,7,10,23,4.721044964,3.776835959,45.3220315,3.776835959,0.214196513,4.616176397,0.017572412,0.394107795,1.923494882,23.08193859,75,1.923494882,3.050726605,0.035986494,0.431837931,20.54946417,1.905125046,2.6573363,1.214861324,7.253743448,10.26421846,5.43973407,2.493235501,8.10693648,8.623789488,13.59177412,5.211200806,5.422551348,8.837248169,5.599071264,2.215103803,4.778766451,3.468289388
10715,41542,33,22,4,5,1,1964,1,5,Investment,Zjuzino,5391434.257,123000,0.079151397,0,6715,6714,2672,0,2,2,2,no,no,76670,6715,6714,15947,16001,12653,223,0,0,45,0,0,298,64,38,3.554725435,2.584945726,26.34803249,2.195669374,0.441447401,2.097141061,0.015711999,1.081389532,5.849279125,70.1913495,42,5.847524993,7.780762251,0.118123188,1.417478257,10.39874733,2.898518122,3.516178514,3.067103122,6.891214329,7.110399436,2.544674004,1.338305914,3.043320021,6.823595172,7.622892663,3.225893394,1.249207694,2.835880012,3.049140814,0.245977238,0.824444073,0.464119743
10716,41542,64,46,12,12,5,1984,3,7,Investment,Butyrskoe,5027634.003,68630,0.045674312,0.460556389,4571,4386,NA,1,0,5,14,yes,no,155572,4571,4386,10572,32228,8482,59,0,0,100,0,2,158,42,12,1.575493847,1.035839722,15.76536865,1.313780721,0.366998725,1.244227482,0.085377552,0.283082309,1.628974028,19.54768833,61,1.602897835,2.186372367,0.035952863,0.43143436,6.899674866,0.313153444,0.480472878,0.266468632,5.064081442,17.34449347,1.539780422,0.526968424,2.477280804,5.070681228,4.45005355,0.883906371,0.335255404,1.320403688,0.716133827,0.657595542,0.495213155,1.035981955
10728,41542,82,82,3,6,2,2013,2,10,OwnerOccupier,Troickij okrug,16315230.22,39873,0.375973778,0.07542368,2870,3097,NA,0,0,0,0,no,no,143661,2870,3097,7060,31367,5569,0,1,0,1,0,1,0,1,0,26.65789558,21.74975987,260.9971185,21.74975987,15.09787929,16.10229791,0.20624237,0.137053372,23.58949124,283.0738948,108,23.58949124,27.99224847,0.329757138,3.957085651,37.43465057,0.768151505,8.187101174,15.486617,24.19741444,20.94163404,1.557347305,1.154114619,24.88127029,24.93666904,28.77799783,23.80586052,21.50927154,25.60044173,21.98227311,14.37822361,14.71260298,16.81427785
